pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
-50,x,23,0,92,0,,,,,269.4695798999164,270.4693514998071,270.4693514998071,270.4693514998071,270.4693514998071,270.4693514998071,271.4687663000077,271.4687663000077,x,1,1.4419136000797153,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,23,1,93,1,,,,,272.935095399851,273.93497810000554,273.93497810000554,273.93497810000554,273.93497810000554,273.93497810000554,274.9343460998498,274.9343460998498,v,1,0.31910380022600293,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,23,2,94,2,,,,,275.28421089984477,276.28398139984347,276.28398139984347,276.28398139984347,276.28398139984347,276.28398139984347,277.28336000000127,277.28336000000127,c,1,0.3118537000846118,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,23,3,95,3,,,,,277.6167701999657,278.5997966998257,278.5997966998257,278.5997966998257,278.5997966998257,278.6166101999115,279.61625489988364,279.61625489988364,z,1,0.37820939999073744,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,0,0,0,2,280.0489584999159,281.01569109992124,281.01569109992124,281.01569109992124,281.01569109992124,281.0489862000104,282.0153049000073,282.0153049000073,c,1,1.3858053002040833,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,0,1,1,2,283.4314604999963,284.4311036998406,284.4311036998406,284.4311036998406,284.4311036998406,284.4311036998406,285.43040349986404,285.43040349986404,c,1,1.1426555002108216,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,0,2,2,0,286.5970959998667,287.596778600011,287.596778600011,287.596778600011,287.596778600011,287.596778600011,288.59612290002406,288.59612290002406,x,1,0.8718767000827938,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,0,3,3,1,289.49605609988794,290.49581649992615,290.49581649992615,290.49581649992615,290.49581649992615,290.49581649992615,291.49540899996646,291.49540899996646,v,1,0.8329432001337409,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,1,0,4,1,292.34540260001086,293.3449504999444,293.3449504999444,293.3449504999444,293.3449504999444,293.3449504999444,294.3444034999702,294.3444034999702,v,1,0.8592286999337375,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,1,1,5,3,295.2275129999034,296.2273923000321,296.2273923000321,296.2273923000321,296.2273923000321,296.2273923000321,297.2268672999926,297.2268672999926,z,1,0.9820456001907587,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,1,2,6,2,298.2263217000291,299.22629070002586,299.22629070002586,299.22629070002586,299.22629070002586,299.22629070002586,300.22583459992893,300.22583459992893,c,1,1.0038229001220316,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,1,3,7,2,301.2590705999173,302.2583585998509,302.2583585998509,302.2583585998509,302.2583585998509,302.2583585998509,303.2580043999478,303.2580043999478,c,1,0.8064917002338916,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,2,0,8,3,304.09138119989075,305.090567199979,305.090567199979,305.090567199979,305.090567199979,305.090567199979,306.09049559989944,306.09049559989944,z,1,0.9949882002547383,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,2,1,9,3,307.1068531998899,308.10629549995065,308.10629549995065,308.10629549995065,308.10629549995065,308.10629549995065,309.10605619987473,309.10605619987473,z,1,0.8753983001224697,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,2,2,10,3,310.0055531000253,311.0055439998396,311.0055439998396,311.0055439998396,311.0055439998396,311.0055439998396,312.0052604000084,312.0052604000084,z,1,1.0122036002576351,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,2,3,11,2,313.0385800998192,314.03779460000806,314.03779460000806,314.03779460000806,314.03779460000806,314.03779460000806,315.0376626998186,315.0376626998186,c,1,0.9389041000977159,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,3,0,12,2,316.00400600000285,317.003621699987,317.003621699987,317.003621699987,317.003621699987,317.003621699987,318.00329259992577,318.00329259992577,c,1,0.8382210002746433,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,3,1,13,2,318.8699216998648,319.8694013999775,319.8694013999775,319.8694013999775,319.8694013999775,319.8694013999775,320.86879859981127,320.86879859981127,c,1,0.7235290000680834,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,3,2,14,3,321.6186494999565,322.61825930001214,322.61825930001214,322.61825930001214,322.61825930001214,322.61825930001214,323.6179702000227,323.6179702000227,z,1,0.9753524002153426,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,3,3,15,2,324.61785409995355,325.6177224998828,325.6177224998828,325.6177224998828,325.6177224998828,325.6177224998828,326.6169938999228,326.6169938999228,c,1,0.8715155001264066,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,4,0,16,1,327.5167167999316,328.5163076999597,328.5163076999597,328.5163076999597,328.5163076999597,328.5163076999597,329.5162163998466,329.5162163998466,v,1,0.8230007002130151,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,4,1,17,2,330.36567119997926,331.365504699992,331.365504699992,331.365504699992,331.365504699992,331.365504699992,332.36490789987147,332.36490789987147,c,1,0.8625481000635773,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,4,2,18,3,333.2480874999892,334.2476629000157,334.2476629000157,334.2476629000157,334.2476629000157,334.2476629000157,335.2473653999623,335.2473653999623,z,1,1.016628400189802,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,4,3,19,2,336.2804333998356,337.28002809989266,337.28002809989266,337.28002809989266,337.28002809989266,337.28002809989266,338.27942939987406,338.27942939987406,c,1,1.0607713002245873,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,5,0,20,2,339.3627624998335,340.3620351999998,340.3620351999998,340.3620351999998,340.3620351999998,340.3620351999998,341.36216539982706,341.36216539982706,c,1,0.7367503000423312,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,5,1,21,1,342.1280728999991,343.12812320003286,343.12812320003286,343.12812320003286,343.12812320003286,343.12812320003286,344.12774849985726,344.12774849985726,v,1,0.7169242000672966,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,5,2,22,1,344.8775110000279,345.87715239985846,345.87715239985846,345.87715239985846,345.87715239985846,345.87715239985846,346.87679769983515,346.87679769983515,v,1,0.7885657001752406,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,5,3,23,0,347.69314499991015,348.6928448998369,348.6928448998369,348.6928448998369,348.6928448998369,348.6928448998369,349.69240449997596,349.69240449997596,x,1,0.7626060002949089,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,6,0,24,2,350.47574989986606,351.4751950998325,351.4751950998325,351.4751950998325,351.4751950998325,351.4751950998325,352.4750045998953,352.4750045998953,c,1,0.8054194001015276,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,6,1,25,3,353.30781899997965,354.30766920000315,354.30766920000315,354.30766920000315,354.30766920000315,354.30766920000315,355.3073077998124,355.3073077998124,z,1,1.1085531001444906,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,6,2,26,0,356.4402864999138,357.4399459999986,357.4399459999986,357.4399459999986,357.4399459999986,357.4399459999986,358.439811399905,358.439811399905,x,1,0.6703735000919551,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,6,3,27,3,359.13941249996424,360.1389021000359,360.1389021000359,360.1389021000359,360.1389021000359,360.1389021000359,361.1385890999809,361.1385890999809,z,1,0.9881422000471503,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,7,0,28,0,362.1549016998615,363.15474189980887,363.15474189980887,363.15474189980887,363.15474189980887,363.15474189980887,364.15410679997876,364.15410679997876,x,1,0.3921163999475539,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,7,1,29,3,364.5708355999086,365.5706246998161,365.5706246998161,365.5706246998161,365.5706246998161,365.5706246998161,366.56997679988854,366.56997679988854,z,1,0.8297540999483317,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,7,2,30,1,367.4202183999587,368.41947409999557,368.41947409999557,368.41947409999557,368.41947409999557,368.41947409999557,369.419118499849,369.419118499849,v,1,1.3986524001229554,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,7,3,31,1,370.83571149990894,371.8352124998346,371.8352124998346,371.8352124998346,371.8352124998346,371.8352124998346,372.8345604999922,372.8345604999922,v,1,0.779010700294748,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,8,0,32,2,373.63443330000155,374.6337870999705,374.6337870999705,374.6337870999705,374.6337870999705,374.6337870999705,375.6335725998506,375.6335725998506,c,1,0.9333717001136392,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,8,1,33,1,376.5833678999916,377.58296429994516,377.58296429994516,377.58296429994516,377.58296429994516,377.58296429994516,378.5826005998533,378.5826005998533,v,1,1.160846000071615,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,8,2,34,0,379.76544119999744,380.76510720001534,380.76510720001534,380.76510720001534,380.76510720001534,380.76510720001534,381.765012399992,381.765012399992,x,1,1.1348694001790136,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,8,3,35,1,382.93123869993724,383.93100419989787,383.93100419989787,383.93100419989787,383.93100419989787,383.93100419989787,384.93053639982827,384.93053639982827,v,1,0.8891932000406086,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,9,0,36,1,385.84679839992896,386.846885799896,386.846885799896,386.846885799896,386.846885799896,386.846885799896,387.8461305999663,387.8461305999663,v,1,0.9901201000902802,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,9,1,37,3,388.8627440999262,389.86259189993143,389.86259189993143,389.86259189993143,389.86259189993143,389.86259189993143,390.86207819986157,390.86207819986157,z,1,0.9447475001215935,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,9,2,38,1,391.82855129987,392.8280281999614,392.8280281999614,392.8280281999614,392.8280281999614,392.8280281999614,393.8277896998916,393.8277896998916,v,1,1.1004470002371818,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,9,3,39,3,394.96075630001724,395.96020650002174,395.96020650002174,395.96020650002174,395.96020650002174,395.96020650002174,396.95987070002593,396.95987070002593,z,1,1.0731106002349406,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,10,0,40,3,398.0594291999005,399.0592318000272,399.0592318000272,399.0592318000272,399.0592318000272,399.0592318000272,400.0589224998839,400.0589224998839,z,1,0.981114299967885,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,10,1,41,0,401.058648499893,402.05858689988963,402.05858689988963,402.05858689988963,402.05858689988963,402.05858689988963,403.0580307999626,403.0580307999626,x,1,0.7811058000661433,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,10,2,42,2,403.85761679988354,404.8573002999183,404.8573002999183,404.8573002999183,404.8573002999183,404.8573002999183,405.85674179997295,405.85674179997295,c,1,0.8083041000645608,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,10,3,43,0,406.6900955999736,407.689036199823,407.689036199823,407.689036199823,407.689036199823,407.689036199823,408.68911979999393,408.68911979999393,x,1,1.1865477000828832,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,11,0,44,2,409.9054918999318,410.9051834999118,410.9051834999118,410.9051834999118,410.9051834999118,410.9051834999118,411.904775199946,411.904775199946,c,1,0.8413122000638396,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,11,1,45,1,412.77125129988417,413.77076629991643,413.77076629991643,413.77076629991643,413.77076629991643,413.77076629991643,414.77031679986976,414.77031679986976,v,1,0.8413802001159638,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,11,2,46,1,415.63691909983754,416.6367344998289,416.6367344998289,416.6367344998289,416.6367344998289,416.6367344998289,417.6363057999406,417.6363057999406,v,1,0.7552286002319306,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,11,3,47,0,418.41948889987543,419.4189825998619,419.4189825998619,419.4189825998619,419.4189825998619,419.4189825998619,420.41863019997254,420.41863019997254,x,1,1.0931710000149906,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,12,0,48,3,421.53492609993555,422.53459779988043,422.53459779988043,422.53459779988043,422.53459779988043,422.53459779988043,423.5343476999551,423.5343476999551,z,1,1.024723500246182,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,12,1,49,3,424.5838378998451,425.5835750999395,425.5835750999395,425.5835750999395,425.5835750999395,425.5835750999395,426.5831758999266,426.5831758999266,z,1,1.3567131001036614,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,12,2,50,0,427.9660932999104,428.96609739982523,428.96609739982523,428.96609739982523,428.96609739982523,428.96609739982523,429.96514289989136,429.96514289989136,x,1,1.055749800056219,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,12,3,51,0,431.0484453998506,432.0482383000199,432.0482383000199,432.0482383000199,432.0482383000199,432.0482383000199,433.0476771998219,433.0476771998219,x,1,0.9144309000112116,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,13,0,52,0,433.98073089984246,434.98050819989294,434.98050819989294,434.98050819989294,434.98050819989294,434.98050819989294,435.98021900001913,435.98021900001913,x,1,0.8657681001350284,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,13,1,53,0,436.8630486000329,437.86295380000956,437.86295380000956,437.86295380000956,437.86295380000956,437.86295380000956,438.86243039998226,438.86243039998226,x,1,0.7989435002673417,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,13,2,54,0,439.67869440000504,440.6784546999261,440.6784546999261,440.6784546999261,440.6784546999261,440.6784546999261,441.678254700033,441.678254700033,x,1,0.7329921000637114,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,13,3,55,1,442.4280709999148,443.4276445999276,443.4276445999276,443.4276445999276,443.4276445999276,443.4276445999276,444.4272339998279,444.4272339998279,v,1,0.8182717999443412,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,14,0,56,0,445.27728999988176,446.2765837998595,446.2765837998595,446.2765837998595,446.2765837998595,446.2765837998595,447.2763379998505,447.2763379998505,x,1,0.8801607999484986,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,14,1,57,3,448.17612680001184,449.1756173998583,449.1756173998583,449.1756173998583,449.1756173998583,449.1756173998583,450.17533509992063,450.17533509992063,z,1,0.9529066001996398,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,14,2,58,0,451.15826269984245,452.15778069989756,452.15778069989756,452.15778069989756,452.15778069989756,452.15778069989756,453.15741069987416,453.15741069987416,x,1,0.925109300063923,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,14,3,59,1,454.10746369999833,455.1070456998423,455.1070456998423,455.1070456998423,455.1070456998423,455.1070456998423,456.10661839996465,456.10661839996465,v,1,0.7961562999989837,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,15,0,60,1,456.92300229985267,457.9228040999733,457.9228040999733,457.9228040999733,457.9228040999733,457.9228040999733,458.9221735999454,458.9221735999454,v,1,0.7600027001462877,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,15,1,61,0,459.7054343998898,460.7050112998113,460.7050112998113,460.7050112998113,460.7050112998113,460.7050112998113,461.7045773998834,461.7045773998834,x,1,0.9286827000323683,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,15,2,62,1,462.65429819980636,463.65401729987934,463.65401729987934,463.65401729987934,463.65401729987934,463.65401729987934,464.65352289984,464.65352289984,v,1,0.6637999000959098,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,15,3,63,1,465.336796999909,466.3365660000127,466.3365660000127,466.3365660000127,466.3365660000127,466.3365660000127,467.33616239996627,467.33616239996627,v,1,1.101358300074935,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,16,0,64,0,468.4692102998961,469.4688867998775,469.4688867998775,469.4688867998775,469.4688867998775,469.4688867998775,470.46862539998256,470.46862539998256,x,1,0.7839884001296014,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,16,1,65,0,471.2849073000252,472.2841248998884,472.2841248998884,472.2841248998884,472.2841248998884,472.2841248998884,473.2844956999179,473.2844956999179,x,1,1.149917600210756,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,16,2,66,3,474.45037640002556,475.4500300998334,475.4500300998334,475.4500300998334,475.4500300998334,475.4500300998334,476.4496724999044,476.4496724999044,z,1,2.1894017001613975,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,16,3,67,3,478.6655997999478,479.66570959985256,479.66570959985256,479.66570959985256,479.66570959985256,479.66570959985256,480.6649356998969,480.6649356998969,z,1,1.0118429001886398,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,17,0,68,0,481.6980862999335,482.69760799990036,482.69760799990036,482.69760799990036,482.69760799990036,482.69760799990036,483.69721059990115,483.69721059990115,x,1,1.3451627001632005,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,17,1,69,0,485.0632910998538,486.06338669988327,486.06338669988327,486.06338669988327,486.06338669988327,486.06338669988327,487.06304399995133,487.06304399995133,x,1,0.8794496001210064,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,17,2,70,1,487.9626662998926,488.96229019993916,488.96229019993916,488.96229019993916,488.96229019993916,488.96229019993916,489.96175359981135,489.96175359981135,v,1,0.8206693001557142,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,17,3,71,1,490.8117451998405,491.8113007999491,491.8113007999491,491.8113007999491,491.8113007999491,491.8113007999491,492.81111290003173,492.81111290003173,v,1,1.163191200233996,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,18,0,72,2,493.993934399914,494.9936008998193,494.9936008998193,494.9936008998193,494.9936008998193,494.9936008998193,495.993335200008,495.993335200008,c,1,0.9921213001944125,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,18,1,73,3,497.00957349990495,498.0090727999341,498.0090727999341,498.0090727999341,498.0090727999341,498.0090727999341,499.0089344999287,499.0089344999287,z,1,1.397812600247562,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,18,2,74,1,500.4249734999612,501.42503799987026,501.42503799987026,501.42503799987026,501.42503799987026,501.42503799987026,502.4244792999234,502.4244792999234,v,1,1.2042265001218766,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,18,3,75,3,503.6574619000312,504.6570069999434,504.6570069999434,504.6570069999434,504.6570069999434,504.6570069999434,505.6565176998265,505.6565176998265,z,1,1.1430206000804901,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,19,0,76,1,506.82288390002213,507.82248490001075,507.82248490001075,507.82248490001075,507.82248490001075,507.82248490001075,508.8222494998481,508.8222494998481,v,1,1.3899970999918878,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,19,1,77,3,510.2383471999783,511.2378822998144,511.2378822998144,511.2378822998144,511.2378822998144,511.2378822998144,512.2375300999265,512.2375300999265,z,1,1.120488899992779,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,19,2,78,0,513.3873383998871,514.3869178998284,514.3869178998284,514.3869178998284,514.3869178998284,514.3869178998284,515.3864994000178,515.3864994000178,x,1,0.932111400179565,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,19,3,79,0,516.3361182999797,517.3359445999376,517.3359445999376,517.3359445999376,517.3359445999376,517.3359445999376,518.3356367999222,518.3356367999222,x,1,0.9443053000140935,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,20,0,80,0,519.3019802998751,520.3019993999042,520.3019993999042,520.3019993999042,520.3019993999042,520.3019993999042,521.301245499868,521.301245499868,x,1,0.8535486001055688,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,20,1,81,2,522.1844957999419,523.1841227998957,523.1841227998957,523.1841227998957,523.1841227998957,523.1841227998957,524.183643899858,524.183643899858,c,1,1.1519025000743568,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,20,2,82,2,525.3667003000155,526.3661823000293,526.3661823000293,526.3661823000293,526.3661823000293,526.3661823000293,527.3658025998157,527.3658025998157,c,1,0.8465153002180159,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,20,3,83,2,528.2324071999174,529.2322028998751,529.2322028998751,529.2322028998751,529.2322028998751,529.2322028998751,530.231564299902,530.231564299902,c,1,0.7245085001923144,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,21,0,84,3,530.9813744998537,531.9808949998114,531.9808949998114,531.9808949998114,531.9808949998114,531.9808949998114,532.9806385999545,532.9806385999545,z,1,1.1518381000496447,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,21,1,85,1,534.1636828000192,535.1633858999703,535.1633858999703,535.1633858999703,535.1633858999703,535.1633858999703,536.162914399989,536.162914399989,v,1,0.8655783999711275,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,21,2,86,3,537.0458324998617,538.0457410998642,538.0457410998642,538.0457410998642,538.0457410998642,538.0457410998642,539.0454076000024,539.0454076000024,z,1,1.0752073002513498,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,21,3,87,2,540.1446855999529,541.1446738999803,541.1446738999803,541.1446738999803,541.1446738999803,541.1446738999803,542.1442996999249,542.1442996999249,c,1,1.6231354002375156,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,22,0,88,2,543.7937530998606,544.7935281998944,544.7935281998944,544.7935281998944,544.7935281998944,544.7935281998944,545.7933006999083,545.7933006999083,c,1,1.0495085001457483,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,22,1,89,3,546.8595243999735,547.8589403999504,547.8589403999504,547.8589403999504,547.8589403999504,547.8589403999504,548.8586303000338,548.8586303000338,z,1,1.0054620001465082,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,22,2,90,2,549.8918824000284,550.8912916998379,550.8912916998379,550.8912916998379,550.8912916998379,550.8912916998379,551.8911063999403,551.8911063999403,c,1,1.2798922001384199,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-50,x,,,,,22,3,91,0,553.1909629998263,554.1901376999449,554.1901376999449,554.1901376999449,554.1901376999449,554.1901376999449,555.1900297999382,555.1900297999382,x,1,0.8319116001948714,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
-150,z,,,,,23,0,92,3,556.039557499811,557.0393091998994,557.0393091998994,557.0393091998994,557.0393091998994,557.0393091998994,558.0391295999289,558.0391295999289,z,1,0.8667345000430942,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,23,1,93,2,558.9386912998743,559.9381859998684,559.9381859998684,559.9381859998684,559.9381859998684,559.9381859998684,560.9376077000052,560.9376077000052,c,1,1.2412848002277315,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
150,v,,,,,23,2,94,1,562.2042482998222,563.203878399916,563.203878399916,563.203878399916,563.203878399916,563.203878399916,564.2035675998777,564.2035675998777,v,1,0.9070601002313197,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
50,c,,,,,23,3,95,2,565.1366844000295,566.1359368998092,566.1359368998092,566.1359368998092,566.1359368998092,566.1359368998092,567.1358751999214,567.1358751999214,c,1,0.6880381000228226,863891,001,2022-10-06_11h19.38.825,Tutorial 4,2022.2.4,60.06334276617484,
