2.8556 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
15.5689 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
17.6219 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001ED4EC2FF40>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001ED51026AF0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.6220 	EXP 	window1: mouseVisible = True
17.6222 	EXP 	window1: mouseVisible = False
17.6222 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
17.6223 	EXP 	window1: recordFrameIntervals = False
17.7873 	EXP 	window1: recordFrameIntervals = True
17.9709 	EXP 	Screen (0) actual frame rate measured at 60.06Hz
17.9709 	EXP 	window1: recordFrameIntervals = False
21.3684 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([-1., -1.,  1.]), fillColorSpace='rgb', fillRGB=array([-1., -1.,  1.]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
21.3698 	EXP 	Created line1 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line1', opacity=1.0, ori=90.0, pos=array([-150.,    0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
21.3708 	EXP 	Created line2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line2', opacity=1.0, ori=90.0, pos=array([-50.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
21.3720 	EXP 	Created line3 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line3', opacity=1.0, ori=90.0, pos=array([50.,  0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
21.3729 	EXP 	Created line4 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line4', opacity=1.0, ori=90.0, pos=array([150.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
21.3738 	EXP 	Created probe = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='probe', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
21.3750 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([-1., -1.,  1.]), fillColorSpace='rgb', fillRGB=array([-1., -1.,  1.]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
21.3758 	EXP 	Created line1 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line1', opacity=1.0, ori=90.0, pos=array([-150.,    0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
21.3766 	EXP 	Created line2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line2', opacity=1.0, ori=90.0, pos=array([-50.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
21.3778 	EXP 	Created line3 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line3', opacity=1.0, ori=90.0, pos=array([50.,  0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
21.3786 	EXP 	Created line4 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line4', opacity=1.0, ori=90.0, pos=array([150.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
21.3795 	EXP 	Created probe = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='probe', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
21.3850 	EXP 	Imported C:/Users/Prisha Rao/OneDrive/Desktop/Tutorial 4.xlsx as conditions, 4 conditions, 2 params
21.3863 	EXP 	Created sequence: sequential, trialTypes=4, nReps=24, seed=None
21.3867 	EXP 	New trial (rep=0, index=0): {'pos': -50, 'corr_resp': 'x'}
21.4020 	EXP 	fixation: autoDraw = True
22.3863 	EXP 	line1: autoDraw = True
22.3863 	EXP 	line2: autoDraw = True
22.3863 	EXP 	line3: autoDraw = True
22.3863 	EXP 	line4: autoDraw = True
22.4029 	EXP 	fixation: autoDraw = False
23.3858 	EXP 	probe: autoDraw = True
24.8907 	EXP 	New trial (rep=0, index=1): {'pos': 150, 'corr_resp': 'v'}
24.8945 	DATA 	Keypress: x
24.8972 	EXP 	fixation: autoDraw = False
24.8972 	EXP 	line1: autoDraw = False
24.8972 	EXP 	line2: autoDraw = False
24.8972 	EXP 	line3: autoDraw = False
24.8972 	EXP 	line4: autoDraw = False
24.8972 	EXP 	probe: autoDraw = False
24.8972 	EXP 	fixation: autoDraw = True
25.9018 	EXP 	fixation: autoDraw = False
25.9018 	EXP 	line1: autoDraw = True
25.9018 	EXP 	line2: autoDraw = True
25.9018 	EXP 	line3: autoDraw = True
25.9018 	EXP 	line4: autoDraw = True
26.9016 	EXP 	probe: autoDraw = True
27.9558 	DATA 	Keypress: v
27.9715 	EXP 	New trial (rep=0, index=2): {'pos': 50, 'corr_resp': 'c'}
27.9843 	EXP 	fixation: autoDraw = False
27.9843 	EXP 	line1: autoDraw = False
27.9843 	EXP 	line2: autoDraw = False
27.9843 	EXP 	line3: autoDraw = False
27.9843 	EXP 	line4: autoDraw = False
27.9843 	EXP 	probe: autoDraw = False
27.9843 	EXP 	fixation: autoDraw = True
28.9840 	EXP 	fixation: autoDraw = False
28.9840 	EXP 	line1: autoDraw = True
28.9840 	EXP 	line2: autoDraw = True
28.9840 	EXP 	line3: autoDraw = True
28.9840 	EXP 	line4: autoDraw = True
29.9837 	EXP 	probe: autoDraw = True
30.9201 	EXP 	New trial (rep=0, index=3): {'pos': -150, 'corr_resp': 'z'}
30.9226 	DATA 	Keypress: c
30.9335 	EXP 	fixation: autoDraw = False
30.9335 	EXP 	line1: autoDraw = False
30.9335 	EXP 	line2: autoDraw = False
30.9335 	EXP 	line3: autoDraw = False
30.9335 	EXP 	line4: autoDraw = False
30.9335 	EXP 	probe: autoDraw = False
30.9335 	EXP 	fixation: autoDraw = True
31.9330 	EXP 	fixation: autoDraw = False
31.9330 	EXP 	line1: autoDraw = True
31.9330 	EXP 	line2: autoDraw = True
31.9330 	EXP 	line3: autoDraw = True
31.9330 	EXP 	line4: autoDraw = True
32.9326 	EXP 	probe: autoDraw = True
33.7350 	EXP 	New trial (rep=1, index=0): {'pos': -50, 'corr_resp': 'x'}
33.7371 	DATA 	Keypress: z
33.7490 	EXP 	fixation: autoDraw = False
33.7490 	EXP 	line1: autoDraw = False
33.7490 	EXP 	line2: autoDraw = False
33.7490 	EXP 	line3: autoDraw = False
33.7490 	EXP 	line4: autoDraw = False
33.7490 	EXP 	probe: autoDraw = False
33.7490 	EXP 	fixation: autoDraw = True
34.7486 	EXP 	fixation: autoDraw = False
34.7486 	EXP 	line1: autoDraw = True
34.7486 	EXP 	line2: autoDraw = True
34.7486 	EXP 	line3: autoDraw = True
34.7486 	EXP 	line4: autoDraw = True
35.7483 	EXP 	probe: autoDraw = True
36.5014 	EXP 	New trial (rep=1, index=1): {'pos': 150, 'corr_resp': 'v'}
36.5039 	DATA 	Keypress: x
36.5146 	EXP 	fixation: autoDraw = False
36.5146 	EXP 	line1: autoDraw = False
36.5146 	EXP 	line2: autoDraw = False
36.5146 	EXP 	line3: autoDraw = False
36.5146 	EXP 	line4: autoDraw = False
36.5146 	EXP 	probe: autoDraw = False
36.5146 	EXP 	fixation: autoDraw = True
37.5144 	EXP 	fixation: autoDraw = False
37.5144 	EXP 	line1: autoDraw = True
37.5144 	EXP 	line2: autoDraw = True
37.5144 	EXP 	line3: autoDraw = True
37.5144 	EXP 	line4: autoDraw = True
38.5142 	EXP 	probe: autoDraw = True
38.8345 	DATA 	Keypress: v
38.8489 	EXP 	New trial (rep=1, index=2): {'pos': 50, 'corr_resp': 'c'}
38.8639 	EXP 	fixation: autoDraw = False
38.8639 	EXP 	line1: autoDraw = False
38.8639 	EXP 	line2: autoDraw = False
38.8639 	EXP 	line3: autoDraw = False
38.8639 	EXP 	line4: autoDraw = False
38.8639 	EXP 	probe: autoDraw = False
38.8639 	EXP 	fixation: autoDraw = True
39.8635 	EXP 	fixation: autoDraw = False
